ステップ数,時間ステップ密度rho,,温度T,圧力P,マッハ数M
871,0.011057957,0.555524637,0.786374562,0.436850443,1.110958545
872,0.011055605,0.55610413,0.786740101,0.437509419,1.111404968
873,0.011053139,0.556680451,0.787103616,0.438165196,1.111840069
874,0.011050558,0.557253462,0.787465027,0.438817613,1.112263826
875,0.011047865,0.557823062,0.787824276,0.43946655,1.112676271
876,0.011045062,0.558389188,0.788181325,0.44011193,1.113077491
877,0.01104215,0.558951815,0.788536159,0.440753717,1.113467621
878,0.011039133,0.559510957,0.788888784,0.441391919,1.113846851
879,0.011036012,0.560066662,0.789239227,0.44202658,1.114215415
880,0.01103279,0.560619014,0.789587533,0.442657785,1.114573591
881,0.011029472,0.561168127,0.789933767,0.443285652,1.114921695
882,0.011026058,0.561714143,0.790278007,0.443910334,1.11526008
883,0.011022368,0.562257222,0.790620342,0.444531997,1.115589118
884,0.011018376,0.562797541,0.790960871,0.445150833,1.115909206
885,0.011014075,0.563335295,0.791299703,0.445767052,1.116220758
886,0.01100972,0.563870705,0.791636962,0.446380892,1.116524205
887,0.011005314,0.564403998,0.791972777,0.446992601,1.116819981
888,0.01100086,0.564935405,0.792307277,0.447602432,1.117108519
889,0.010996259,0.565465151,0.79264059,0.448210631,1.11739024
890,0.010991342,0.565993449,0.792972834,0.448817429,1.117665546
891,0.010986391,0.566520512,0.793304131,0.449423063,1.117934827
892,0.010981405,0.567046542,0.793634596,0.450027753,1.118198446
893,0.010976385,0.567571722,0.793964332,0.450631704,1.118456737
894,0.01097133,0.568096214,0.794293433,0.451235092,1.11871
895,0.010966239,0.568620156,0.794621976,0.451838072,1.118958496
896,0.010961112,0.569143658,0.794950026,0.452440766,1.119202446
897,0.010955948,0.569666804,0.795277631,0.453043266,1.11944203
898,0.010950746,0.570189644,0.795604822,0.45364563,1.119677384
899,0.010945507,0.5707122,0.795931613,0.454247882,1.119908597
900,0.010940228,0.571234461,0.796258,0.454850009,1.120135717
901,0.010934848,0.571756382,0.796583959,0.455451962,1.120358747
902,0.010929289,0.572277882,0.796909447,0.45605365,1.120577646
903,0.010923614,0.572798854,0.797234407,0.456654955,1.120792336
904,0.01091779,0.573319163,0.797558764,0.457255723,1.121002702
905,0.010911936,0.57383865,0.797882433,0.457855778,1.121208599
906,0.010906056,0.574357136,0.798205315,0.458454918,1.121409852
907,0.010900151,0.574874419,0.7985273,0.459052918,1.121606264
908,0.010894226,0.575390283,0.798848268,0.459649531,1.121797617
909,0.010888283,0.575904494,0.799168092,0.460244496,1.121983676
910,0.010882327,0.57641681,0.79948664,0.460837539,1.122164201
911,0.01087636,0.576926984,0.799803773,0.461428378,1.122338943
912,0.010870386,0.577434763,0.800119354,0.46201673,1.122507657
913,0.01086441,0.577939899,0.800433244,0.462602308,1.122670103
914,0.010858435,0.578442145,0.80074531,0.463184835,1.122826052
915,0.010852465,0.578941266,0.80105542,0.463764039,1.122975289
916,0.010846504,0.579437038,0.801363452,0.464339665,1.123117621
917,0.010840556,0.579929252,0.801669289,0.464911471,1.123252877
918,0.010834624,0.580417717,0.801972828,0.465479238,1.123380914
919,0.010828711,0.580902266,0.802273974,0.46604277,1.123501619
920,0.010822822,0.581382751,0.802572647,0.466601893,1.123614911
921,0.01081696,0.581859051,0.80286878,0.467156466,1.123720746
922,0.010811126,0.582331071,0.803162321,0.467706375,1.123819111
923,0.010805325,0.582798745,0.803453232,0.468251535,1.123910034
924,0.010799557,0.583262031,0.803741492,0.468791895,1.123993576
925,0.010793826,0.58372092,0.804027093,0.469327434,1.124069834
926,0.010788133,0.584175425,0.804310045,0.469858162,1.124138943
927,0.010782479,0.58462559,0.804590371,0.47038412,1.124201066
928,0.010776865,0.585071482,0.804868108,0.470905377,1.124256399
929,0.010771293,0.585513193,0.805143306,0.471422029,1.124305167
930,0.010765761,0.585950836,0.80541603,0.471934196,1.124347618
931,0.010760271,0.586384543,0.80568635,0.472442022,1.124384023
932,0.010754821,0.586814463,0.805954351,0.472945669,1.124414669
933,0.010749413,0.587240759,0.806220122,0.473445317,1.124439858
934,0.010744043,0.587663606,0.80648376,0.473941155,1.124459901
935,0.010738612,0.588083183,0.806745364,0.474433382,1.124475115
936,0.010733184,0.588499674,0.807005036,0.474922201,1.124485817
937,0.010727795,0.588913267,0.807262882,0.475407821,1.124492322
938,0.010722445,0.589324151,0.807519004,0.475890452,1.124494937
939,0.010717133,0.589732506,0.807773505,0.476370294,1.12449396
940,0.010711858,0.590138508,0.808026481,0.476847542,1.124489671
941,0.010706619,0.590542319,0.808278025,0.477322379,1.124482335
942,0.010701413,0.590944091,0.808528219,0.477794974,1.124472192
943,0.01069624,0.591343958,0.808777142,0.478265476,1.124459462
944,0.010691097,0.591742038,0.809024858,0.478734018,1.124444337
945,0.010685983,0.592138428,0.809271423,0.479200709,1.12442698
946,0.010680895,0.592533208,0.809516884,0.479665636,1.124407526
947,0.010675833,0.592926432,0.809761271,0.480128861,1.12438608
948,0.010670793,0.593318134,0.810004606,0.480590421,1.124362716
949,0.01066569,0.593708321,0.810246895,0.481050324,1.124337477
950,0.010660613,0.594096983,0.810488134,0.481508555,1.124310376
951,0.01065556,0.594484084,0.810728306,0.481965074,1.124281398
952,0.010650531,0.594869571,0.810967384,0.482419819,1.1242505
953,0.010645524,0.595253366,0.811205328,0.482872702,1.124217614
954,0.010640537,0.595635376,0.811442088,0.483323613,1.124182648
955,0.010635568,0.596015488,0.811677606,0.483772425,1.124145488
956,0.010630618,0.596393576,0.811911814,0.48421899,1.124106004
957,0.010625685,0.596769498,0.812144637,0.484663147,1.124064051
958,0.010620768,0.597143103,0.812375994,0.485104722,1.12401947
959,0.010615867,0.597514232,0.812605799,0.48554353,1.123972098
960,0.010610982,0.597882719,0.812833964,0.48597938,1.123921762
961,0.010606113,0.598248396,0.813060398,0.486412079,1.123868292
962,0.01060126,0.598611093,0.813285009,0.486841429,1.123811518
963,0.010596423,0.598970645,0.813507709,0.487267237,1.123751276
964,0.010591604,0.599326889,0.81372841,0.487689316,1.12368741
965,0.010586804,0.59967967,0.813947028,0.488107485,1.123619777
966,0.010582023,0.600028844,0.814163485,0.488521575,1.123548247
967,0.010577263,0.600374277,0.814377709,0.488931428,1.123472708
968,0.010572526,0.60071585,0.814589635,0.489336905,1.123393067
969,0.010567814,0.601053459,0.814799207,0.489737881,1.123309252
970,0.010563127,0.601387016,0.815006377,0.490134253,1.123221213
971,0.010558469,0.601716453,0.815211108,0.490525937,1.123128925
972,0.010553842,0.60204172,0.815413374,0.49091287,1.123032388
973,0.010549246,0.602362786,0.815613156,0.491295013,1.122931624
974,0.010544685,0.602679641,0.81581045,0.491672349,1.122826683
975,0.01054016,0.602992294,0.81600526,0.492044884,1.122717639
976,0.010535674,0.603300774,0.816197602,0.492412645,1.122604587
977,0.010531227,0.603605129,0.816387501,0.492775683,1.122487647
978,0.010526823,0.603905425,0.816574994,0.493134069,1.122366961
979,0.010522462,0.604201744,0.816760125,0.493487892,1.122242687
980,0.010518147,0.604494186,0.816942947,0.493837261,1.122115003
981,0.010513877,0.604782861,0.817123521,0.494182301,1.121984102
982,0.010509655,0.605067895,0.817301916,0.49452315,1.121850188
983,0.010505481,0.605349422,0.817478203,0.494859958,1.121713475
984,0.010501356,0.605627585,0.817652461,0.495192886,1.121574185
985,0.01049728,0.605902533,0.817824771,0.4955221,1.121432544
986,0.010493154,0.606174416,0.817995214,0.495847771,1.121288781
987,0.010488977,0.606443385,0.818163873,0.496170068,1.121143123
988,0.01048485,0.606709593,0.818330831,0.496489166,1.120995792
989,0.010480772,0.606973193,0.818496172,0.496805235,1.120847002
990,0.010476711,0.607234327,0.818659974,0.497118438,1.12069696
991,0.010472523,0.60749313,0.818822311,0.497428929,1.12054586
992,0.010468383,0.607749733,0.818983255,0.497736854,1.120393883
993,0.010464292,0.608004253,0.81914287,0.498042349,1.120241191
994,0.01046025,0.608256798,0.819301217,0.498345535,1.120087928
995,0.010456256,0.608507461,0.819458347,0.498646518,1.119934222
996,0.010452312,0.60875632,0.819614304,0.498945388,1.119780177
997,0.010448416,0.609003439,0.819769124,0.499242215,1.119625876
998,0.010444568,0.609248862,0.819922834,0.499537053,1.119471382
999,0.010440767,0.609492621,0.820075451,0.499829936,1.119316735
1000,0.010437013,0.609734727,0.820226984,0.500120876,1.119161952
1001,0.010433305,0.609975176,0.820377434,0.500409869,1.11900703
1002,0.01042964,0.610213948,0.82052679,0.500696891,1.118851943
1003,0.010426018,0.610451005,0.820675033,0.500981899,1.118696648
1004,0.010422437,0.610686294,0.820822139,0.50126483,1.11854108
1005,0.010418896,0.610919751,0.820968072,0.50154561,1.11838516
1006,0.010415392,0.611151293,0.821112791,0.501824144,1.118228791
1007,0.010411925,0.61138083,0.821256248,0.502100327,1.118071864
1008,0.010408493,0.61160826,0.82139839,0.50237404,1.117914258
1009,0.010405093,0.611833471,0.821539158,0.502645155,1.117755843
1010,0.010401725,0.612056346,0.821678491,0.502913534,1.117596482
1011,0.010398387,0.612276761,0.821816322,0.503179036,1.117436033
1012,0.010395077,0.612494591,0.821952585,0.503441512,1.117274353
1013,0.010391795,0.612709707,0.822087212,0.503700815,1.117111297
1014,0.010388538,0.612921983,0.822220136,0.503956796,1.116946727
1015,0.010385306,0.613131294,0.82235129,0.50420931,1.116780504
1016,0.010382029,0.613337517,0.822480609,0.504458214,1.116612504
1017,0.010378728,0.613540538,0.82260803,0.504703373,1.116442606
1018,0.010375454,0.613740249,0.822733498,0.504944662,1.116270704
1019,0.010372203,0.613936553,0.82285696,0.505181965,1.116096702
1020,0.010368872,0.614129361,0.822978367,0.505415179,1.115920522
1021,0.010365567,0.614318598,0.82309768,0.505644213,1.115742099
1022,0.010362287,0.614504201,0.823214865,0.505868993,1.115561387
1023,0.01035903,0.614686123,0.823329896,0.506089462,1.115378356
1024,0.010355797,0.614864329,0.823442754,0.506305577,1.115192994
1025,0.010352586,0.6150388,0.823553429,0.506517313,1.115005309
1026,0.010349397,0.615209531,0.823661918,0.506724663,1.114815329
1027,0.01034623,0.615376534,0.823768227,0.506927637,1.114623097
1028,0.010343084,0.615539835,0.82387237,0.507126262,1.114428677
1029,0.01033996,0.615699474,0.823974367,0.507320585,1.11423215
1030,0.010336858,0.615855507,0.824074249,0.507510664,1.114033613
1031,0.010333779,0.616008001,0.824172051,0.507696578,1.113833178
1032,0.010330723,0.616157037,0.824267817,0.507878416,1.113630972
1033,0.010327691,0.616302708,0.824361596,0.508056284,1.113427135
1034,0.010324683,0.616445116,0.824453443,0.508230299,1.113221815
1035,0.010321701,0.616584372,0.824543418,0.508400586,1.113015172
1036,0.010318746,0.616720596,0.824631585,0.508567282,1.112807372
1037,0.010315819,0.616853911,0.82471801,0.50873053,1.112598586
1038,0.010312921,0.616984447,0.824802764,0.508890477,1.112388988
1039,0.010310053,0.617112336,0.824885917,0.509047275,1.112178755
1040,0.010307217,0.617237712,0.824967541,0.509201077,1.11196806
1041,0.010304412,0.617360706,0.825047709,0.509352036,1.111757075
1042,0.010301642,0.61748145,0.82512649,0.509500302,1.111545966
1043,0.010298906,0.617600072,0.825203955,0.509646022,1.111334894
1044,0.010296206,0.617716691,0.825280169,0.509789336,1.111124009
1045,0.010293543,0.617831425,0.825355196,0.509930377,1.110913453
1046,0.010290917,0.617944382,0.825429093,0.510069271,1.110703354
1047,0.010288329,0.618055659,0.825501916,0.51020613,1.110493831
1048,0.01028578,0.618165345,0.825573713,0.510341059,1.110284984
1049,0.010283269,0.618273518,0.825644528,0.510474147,1.110076901
1050,0.010280798,0.618380244,0.825714396,0.51060547,1.109869653
1051,0.010278366,0.618485577,0.825783349,0.510735091,1.109663296
1052,0.010275973,0.618589558,0.825851409,0.510863058,1.109457868
1053,0.010273619,0.618692213,0.825918594,0.510989403,1.109253389
1054,0.010271304,0.618793558,0.825984911,0.511114142,1.109049866
1055,0.010269027,0.618893594,0.826050365,0.511237279,1.108847285
1056,0.010266787,0.61899231,0.82611495,0.511358801,1.10864562
1057,0.010264585,0.61908968,0.826178654,0.511478679,1.108444827
1058,0.010262418,0.61918567,0.82624146,0.511596872,1.108244849
1059,0.010260286,0.619280231,0.826303345,0.511713327,1.108045615
1060,0.010258188,0.619373306,0.826364278,0.511827975,1.107847042
1061,0.010256122,0.619464827,0.826424225,0.51194074,1.107649036
1062,0.010254089,0.619554719,0.826483146,0.512051533,1.107451495
1063,0.010252085,0.619642896,0.826540998,0.512160258,1.107254307
1064,0.010250111,0.619729271,0.826597734,0.512266811,1.107057354
1065,0.010248165,0.619813747,0.826653305,0.512371083,1.106860516
1066,0.010246245,0.619896228,0.826707659,0.51247296,1.106663667
1067,0.010244351,0.619976613,0.826760743,0.512572325,1.106466683
1068,0.010242481,0.620054801,0.826812504,0.512669063,1.106269437
1069,0.010240634,0.620130691,0.826862889,0.512763055,1.106071807
1070,0.01023881,0.620204184,0.826911846,0.512854187,1.105873674
1071,0.010237007,0.620275186,0.826959325,0.512942349,1.105674927
1072,0.010235224,0.620343606,0.827005276,0.513027435,1.105475457
1073,0.010233461,0.620409359,0.827049655,0.513109346,1.105275168
1074,0.010231717,0.620472365,0.82709242,0.51318799,1.105073972
1075,0.010229991,0.620532555,0.827133534,0.513263285,1.104871793
1076,0.010228284,0.620589867,0.827172964,0.51333516,1.104668564
1077,0.010226594,0.620644249,0.827210681,0.513403552,1.104464234
1078,0.010224923,0.620695659,0.827246664,0.513468413,1.104258763
1079,0.010223269,0.620744066,0.827280895,0.513529706,1.104052127
1080,0.010221632,0.620789449,0.827313363,0.513587407,1.103844314
1081,0.010220014,0.6208318,0.827344064,0.513641505,1.103635328
1082,0.010218414,0.620871121,0.827373,0.513692002,1.103425186
1083,0.010216833,0.620907429,0.827400177,0.513738916,1.10321392
1084,0.010215271,0.620940747,0.827425608,0.513782275,1.103001575
1085,0.010213728,0.620971112,0.827449315,0.513822122,1.10278821
1086,0.010212206,0.620998574,0.827471321,0.51385851,1.102573896
1087,0.010210705,0.621023188,0.827491658,0.513891508,1.102358715
1088,0.010209225,0.621045023,0.827510361,0.513921191,1.102142762
1089,0.010207768,0.621064154,0.827527471,0.513947649,1.101926139
1090,0.010206334,0.621080664,0.827543032,0.513970976,1.101708958
1091,0.010204924,0.621094645,0.827557094,0.513991279,1.101491337
1092,0.010203538,0.621106193,0.827569707,0.51400867,1.101273402
1093,0.010202178,0.621115409,0.827580926,0.514023265,1.10105528
1094,0.010200843,0.621122398,0.827590808,0.514035188,1.100837105
1095,0.010199535,0.621127269,0.827599411,0.514044562,1.10061901
1096,0.010198253,0.621130131,0.827606793,0.514051515,1.100401129
1097,0.010196999,0.621131092,0.827613014,0.514056175,1.100183595
1098,0.010195772,0.621130263,0.827618133,0.514058668,1.099966537
1099,0.010194574,0.621127749,0.827622207,0.514059118,1.099750082
1100,0.010193403,0.621123655,0.827625293,0.514057647,1.099534351
1101,0.010192261,0.62111808,0.827627445,0.51405437,1.099319457
1102,0.010191147,0.62111112,0.827628715,0.514049398,1.099105506
1103,0.010190061,0.621102862,0.827629152,0.514042835,1.098892598
1104,0.010189002,0.62109339,0.8276288,0.514034777,1.09868082
1105,0.010187971,0.621082778,0.827627701,0.514025311,1.09847025
1106,0.010186967,0.621071093,0.827625891,0.514014516,1.098260954
1107,0.01018599,0.621058392,0.827623403,0.51400246,1.098052989
1108,0.010185038,0.621044724,0.827620265,0.513989199,1.097846398
1109,0.010184112,0.621030129,0.827616499,0.513974781,1.097641211
1110,0.01018321,0.621014638,0.827612122,0.513959242,1.097437447
1111,0.010182332,0.620998269,0.827607147,0.513942605,1.097235113
1112,0.010181477,0.620981033,0.82760158,0.513924884,1.097034203
1113,0.010180644,0.620962931,0.827595424,0.513906081,1.096834699
1114,0.010179832,0.620943956,0.827588676,0.513886186,1.096636572
1115,0.01017904,0.620924088,0.827581327,0.51386518,1.096439782
1116,0.010178268,0.620903302,0.827573365,0.513843035,1.096244279
1117,0.010177513,0.620881564,0.827564773,0.51381971,1.096050004
1118,0.010176777,0.620858832,0.82755553,0.513795159,1.095856887
1119,0.010176057,0.620835057,0.827545611,0.513769326,1.095664853
1120,0.010175352,0.620810184,0.827534988,0.513742149,1.095473819
1121,0.010174663,0.620784154,0.827523631,0.513713558,1.095283697
1122,0.010173988,0.620756903,0.827511506,0.51368348,1.095094394
1123,0.010173327,0.620728361,0.827498578,0.513651836,1.094905814
1124,0.010172679,0.62069846,0.82748481,0.513618547,1.094717859
1125,0.010172043,0.620667126,0.827470164,0.513583528,1.09453043
1126,0.01017142,0.620634287,0.827454602,0.513546697,1.094343429
1127,0.010170808,0.620599869,0.827438086,0.513507968,1.094156758
1128,0.010170208,0.620563802,0.827420578,0.51346726,1.093970323
1129,0.010169619,0.620526016,0.827402041,0.513424493,1.093784032
1130,0.010169041,0.620486444,0.827382442,0.513379589,1.093597799
1131,0.010168475,0.620445023,0.827361745,0.513332477,1.093411544
1132,0.010167921,0.620401695,0.827339921,0.513283089,1.093225193
1133,0.010167377,0.620356406,0.827316941,0.513231364,1.093038678
1134,0.010166846,0.62030911,0.82729278,0.513177247,1.092851943
1135,0.010166327,0.620259764,0.827267416,0.513120692,1.092664935
1136,0.01016582,0.620208336,0.827240831,0.513061659,1.092477616
1137,0.010165326,0.620154798,0.827213012,0.513000118,1.092289954
1138,0.010164846,0.620099131,0.827183947,0.512936047,1.092101929
1139,0.010164379,0.620041324,0.827153631,0.512869433,1.091913528
1140,0.010163927,0.619981374,0.827122063,0.512800274,1.091724752
1141,0.01016349,0.619919287,0.827089245,0.512728575,1.091535609
1142,0.010163068,0.619855073,0.827055183,0.512654351,1.091346119
1143,0.010162663,0.619788756,0.82701989,0.512577629,1.091156311
1144,0.010162274,0.619720363,0.82698338,0.512498441,1.090966224
1145,0.010161903,0.61964993,0.826945673,0.512416829,1.090775903
1146,0.010161549,0.619577501,0.826906792,0.512332844,1.090585405
1147,0.010161214,0.619503126,0.826866764,0.512246545,1.090394793
1148,0.010160897,0.619426859,0.826825618,0.512157996,1.090204137
1149,0.010160599,0.619348763,0.826783389,0.512067269,1.090013512
1150,0.01016032,0.619268905,0.826740111,0.511974443,1.089823001
1151,0.010160061,0.619187354,0.826695823,0.511879599,1.08963269
1152,0.010159822,0.619104186,0.826650566,0.511782825,1.089442667
1153,0.010159602,0.619019477,0.82660438,0.511684211,1.089253025
1154,0.010159403,0.618933307,0.826557309,0.511583849,1.089063857
1155,0.010159223,0.618845757,0.826509397,0.511481834,1.088875259
1156,0.010159063,0.618756908,0.826460688,0.51137826,1.088687323
1157,0.010158923,0.618666842,0.826411227,0.511273224,1.088500144
1158,0.010158802,0.618575639,0.826361057,0.511166819,1.088313811
1159,0.0101587,0.618483378,0.826310221,0.511059137,1.088128412
1160,0.010158616,0.618390136,0.826258761,0.510950267,1.087944032
1161,0.010158551,0.618295986,0.826206718,0.510840297,1.087760748
1162,0.010158503,0.618200998,0.826154131,0.510729308,1.087578637
1163,0.010158472,0.618105239,0.826101035,0.510617378,1.087397764
1164,0.010158457,0.618008771,0.826047465,0.510504578,1.087218192
1165,0.010158458,0.617911648,0.825993452,0.510390975,1.087039974
1166,0.010158475,0.617813923,0.825939025,0.510276629,1.086863158
1167,0.010158505,0.61771564,0.825884209,0.510161593,1.086687782
1168,0.010158549,0.617616838,0.825829026,0.510045912,1.086513877
1169,0.010158606,0.617517549,0.825773495,0.509929625,1.086341464
1170,0.010158675,0.6174178,0.825717631,0.509812763,1.086170559
1171,0.010158755,0.617317611,0.825661446,0.509695351,1.086001167
1172,0.010158846,0.617216994,0.825604948,0.509577404,1.085833285
1173,0.010158947,0.617115956,0.825548142,0.50945893,1.085666903
1174,0.010159057,0.617014497,0.82549103,0.509339932,1.085502002
1175,0.010159175,0.616912611,0.825433609,0.509220403,1.085338556
1176,0.010159302,0.616810288,0.825375876,0.509100331,1.085176533
1177,0.010159436,0.616707509,0.825317821,0.508979698,1.085015893
1178,0.010159577,0.616604253,0.825259435,0.508858477,1.08485659
1179,0.010159725,0.616500492,0.825200703,0.508736639,1.084698573
1180,0.010159879,0.616396195,0.82514161,0.508614149,1.084541787
1181,0.010160039,0.616291327,0.825082139,0.508490967,1.084386172
1182,0.010160205,0.616185851,0.82502227,0.508367049,1.084231665
1183,0.010160376,0.616079724,0.824961981,0.50824235,1.084078199
1184,0.010160553,0.615972904,0.824901252,0.50811682,1.083925708
1185,0.010160736,0.615865347,0.824840058,0.507990408,1.083774122
1186,0.010160923,0.615757006,0.824778376,0.507863064,1.083623372
1187,0.010161117,0.615647837,0.824716183,0.507734734,1.083473389
1188,0.010161316,0.615537794,0.824653455,0.507605368,1.083324107
1189,0.010161522,0.615426832,0.824590168,0.507474915,1.083175459
1190,0.010161734,0.615314908,0.8245263,0.507343325,1.083027382
1191,0.010161952,0.615201982,0.824461829,0.507210551,1.082879816
1192,0.010162178,0.615088013,0.824396736,0.507076551,1.082732705
1193,0.010162411,0.614972968,0.824331001,0.506941282,1.082585999
1194,0.010162652,0.614856813,0.824264608,0.50680471,1.082439649
1195,0.010162902,0.614739521,0.824197541,0.506666801,1.082293615
1196,0.01016316,0.614621066,0.824129789,0.506527529,1.082147861
1197,0.010163428,0.614501429,0.82406134,0.506386871,1.082002357
1198,0.010163706,0.614380596,0.823992187,0.506244811,1.081857081
1199,0.010163994,0.614258555,0.823922324,0.506101337,1.081712016
1200,0.010164293,0.614135303,0.82385175,0.505956444,1.081567152
1201,0.010164603,0.614010838,0.823780465,0.505810134,1.081422485
1202,0.010164926,0.613885167,0.823708471,0.505662412,1.081278019
1203,0.01016526,0.613758299,0.823635775,0.505513292,1.081133763
1204,0.010165606,0.613630251,0.823562385,0.505362793,1.080989734
1205,0.010165966,0.613501044,0.823488312,0.505210939,1.080845954
1206,0.010166339,0.613370702,0.823413571,0.50505776,1.080702452
1207,0.010166725,0.613239256,0.823338178,0.504903292,1.080559261
1208,0.010167124,0.613106741,0.823262152,0.504747575,1.080416421
1209,0.010167537,0.612973194,0.823185514,0.504590654,1.080273975
1210,0.010167964,0.612838658,0.823108287,0.504432578,1.080131971
1211,0.010168405,0.612703179,0.823030496,0.504273402,1.07999046
1212,0.010168859,0.612566806,0.822952167,0.504113181,1.079849499
1213,0.010169327,0.612429589,0.822873329,0.503951974,1.079709144
1214,0.010169808,0.612291581,0.822794011,0.503789845,1.079569455
1215,0.010170302,0.612152837,0.822714242,0.503626857,1.079430492
1216,0.010170808,0.612013414,0.822634053,0.503463075,1.079292318
1217,0.010171328,0.611873367,0.822553476,0.503298565,1.079154994
1218,0.010171859,0.611732755,0.822472542,0.503133393,1.079018581
1219,0.010172402,0.611591632,0.822391281,0.502967626,1.078883141
1220,0.010172955,0.611450055,0.822309725,0.502801327,1.078748732
1221,0.01017352,0.611308079,0.822227905,0.502634561,1.078615411
1222,0.010174094,0.611165756,0.822145849,0.502467389,1.078483232
1223,0.010174678,0.611023139,0.822063585,0.502299872,1.078352247
1224,0.010175271,0.610880275,0.821981142,0.502132066,1.078222501
1225,0.010175872,0.61073721,0.821898545,0.501964025,1.07809404
1226,0.010176481,0.610593988,0.821815818,0.501795798,1.077966901
1227,0.010177097,0.610450649,0.821732984,0.501627433,1.077841121
1228,0.01017772,0.610307228,0.821650062,0.501458971,1.077716727
1229,0.010178348,0.610163757,0.821567072,0.501290451,1.077593745
1230,0.010178981,0.610020265,0.82148403,0.501121906,1.077472193
1231,0.01017962,0.609876777,0.82140095,0.500953364,1.077352086
1232,0.010180262,0.609733313,0.821317844,0.50078485,1.077233432
1233,0.010180909,0.609589889,0.821234722,0.500616383,1.077116234
1234,0.010181558,0.609446516,0.821151591,0.500447976,1.077000489
1235,0.010182211,0.609303203,0.821068457,0.500279641,1.07688619
1236,0.010182866,0.609159952,0.820985324,0.500111381,1.076773324
1237,0.010183523,0.609016765,0.82090219,0.499943197,1.076661873
1238,0.010184183,0.608873638,0.820819057,0.499775085,1.076551817
1239,0.010184844,0.608730561,0.82073592,0.499607037,1.076443127
1240,0.010185506,0.608587526,0.820652775,0.499439042,1.076335774
1241,0.010186171,0.608444518,0.820569616,0.499271084,1.076229723
1242,0.010186836,0.60830152,0.820486434,0.499103145,1.076124938
1243,0.010187503,0.608158513,0.82040322,0.498935202,1.076021379
1244,0.010188171,0.608015476,0.820319963,0.498767233,1.075919004
1245,0.010188841,0.607872386,0.820236652,0.498599211,1.075817768
1246,0.010189513,0.607729219,0.820153274,0.498431108,1.075717627
1247,0.010190187,0.607585948,0.820069816,0.498262896,1.075618533
1248,0.010190862,0.607442547,0.819986265,0.498094545,1.075520441
1249,0.01019154,0.607298991,0.819902606,0.497926025,1.075423304
1250,0.010192221,0.607155251,0.819818827,0.497757306,1.075327077
1251,0.010192905,0.607011303,0.819734914,0.497588358,1.075231713
1252,0.010193592,0.60686712,0.819650853,0.497419153,1.075137171
1253,0.010194282,0.606722679,0.819566632,0.497249662,1.075043409
1254,0.010194977,0.606577956,0.819482239,0.497079861,1.074950387
1255,0.010195677,0.60643293,0.819397663,0.496909726,1.074858069
1256,0.010196381,0.606287582,0.819312895,0.496739234,1.074766422
1257,0.01019709,0.606141896,0.819227925,0.496568368,1.074675417
1258,0.010197805,0.605995857,0.819142746,0.496397111,1.074585025
1259,0.010198526,0.605849454,0.819057352,0.49622545,1.074495226
1260,0.010199254,0.605702678,0.81897174,0.496053376,1.074406
1261,0.010199988,0.605555523,0.818885906,0.495880883,1.074317334
1262,0.010200729,0.605407987,0.818799849,0.495707968,1.074229216
1263,0.010201478,0.605260071,0.81871357,0.495534634,1.074141642
1264,0.010202234,0.60511178,0.818627073,0.495360885,1.074054609
1265,0.010202998,0.60496312,0.81854036,0.49518673,1.073968122
1266,0.01020377,0.604814102,0.818453439,0.495012182,1.073882185
1267,0.01020455,0.604664742,0.818366316,0.494837257,1.073796812
1268,0.010205338,0.604515055,0.818279003,0.494661976,1.073712018
1269,0.010206135,0.604365061,0.81819151,0.494486362,1.07362782
1270,0.01020694,0.604214785,0.81810385,0.494310442,1.073544242
1271,0.010207753,0.604064252,0.818016038,0.494134246,1.073461309
1272,0.010208574,0.603913491,0.817928088,0.493957807,1.073379051
1273,0.010209404,0.603762532,0.817840019,0.49378116,1.073297498
1274,0.010210241,0.603611407,0.817751849,0.493604344,1.073216685
1275,0.010211086,0.603460152,0.817663596,0.493427398,1.073136647
1276,0.010211938,0.603308803,0.817575281,0.493250364,1.073057421
1277,0.010212798,0.603157397,0.817486924,0.493073286,1.072979047
1278,0.010213664,0.603005973,0.817398548,0.492896207,1.072901564
1279,0.010214537,0.602854569,0.817310173,0.492719172,1.072825012
1280,0.010215416,0.602703226,0.817221822,0.492542228,1.07274943
1281,0.010216301,0.602551982,0.817133517,0.49236542,1.072674859
1282,0.010217191,0.602400878,0.817045279,0.492188794,1.072601338
1283,0.010218086,0.602249951,0.816957131,0.492012393,1.072528904
1284,0.010218986,0.602099241,0.816869094,0.491836261,1.072457593
1285,0.010219889,0.601948783,0.816781189,0.491660443,1.072387441
1286,0.010220796,0.601798614,0.816693435,0.491484977,1.07231848
1287,0.010221706,0.601648767,0.816605852,0.491309904,1.07225074
1288,0.010222619,0.601499276,0.816518459,0.491135262,1.072184248
1289,0.010223534,0.601350169,0.816431272,0.490961083,1.07211903
1290,0.010224451,0.601201476,0.816344307,0.490787403,1.072055106
1291,0.010225369,0.601053222,0.81625758,0.490614248,1.071992496
1292,0.010226288,0.60090543,0.816171104,0.490441648,1.071931213
1293,0.010227208,0.600758121,0.816084891,0.490269625,1.071871269
1294,0.010228128,0.600611312,0.815998951,0.490098201,1.071812671
1295,0.010229048,0.60046502,0.815913294,0.489927392,1.071755425
1296,0.010229967,0.600319257,0.815827927,0.489757215,1.071699529
1297,0.010230886,0.600174032,0.815742856,0.489587679,1.071644982
